Date,Country/Region,Confirmed,Recovered,Deaths,Confirmed/m,Recovered/m,Deaths/m
10/04/2020,Turkey,47029,2423,1006,573.5243902,29.54878049,12.26829268
11/04/2020,Turkey,52167,2965,1101,636.1829268,36.15853659,13.42682927
12/04/2020,Turkey,56956,3446,1198,694.5853659,42.02439024,14.6097561
13/04/2020,Turkey,61049,3957,1296,744.5,48.25609756,15.80487805
14/04/2020,Turkey,65111,4799,1403,794.0365854,58.52439024,17.1097561
15/04/2020,Turkey,69392,5674,1518,846.2439024,69.19512195,18.51219512
16/04/2020,Turkey,74193,7089,1643,904.7926829,86.45121951,20.03658537
17/04/2020,Turkey,78546,8631,1769,957.8780488,105.2560976,21.57317073
18/04/2020,Turkey,82329,10453,1890,1004.012195,127.4756098,23.04878049
19/04/2020,Turkey,86306,11976,2017,1052.512195,146.0487805,24.59756098
20/04/2020,Turkey,90980,13430,2140,1109.512195,163.7804878,26.09756098
21/04/2020,Turkey,95591,14918,2259,1165.743902,181.9268293,27.54878049
22/04/2020,Turkey,98674,16477,2376,1203.341463,200.9390244,28.97560976
23/04/2020,Turkey,101790,18491,2491,1241.341463,225.5,30.37804878
24/04/2020,Turkey,104912,21737,2600,1279.414634,265.0853659,31.70731707
25/04/2020,Turkey,107773,25582,2706,1314.304878,311.9756098,33
26/04/2020,Turkey,110130,29140,2805,1343.04878,355.3658537,34.20731707
27/04/2020,Turkey,112261,33791,2900,1369.036585,412.0853659,35.36585366
28/04/2020,Turkey,114653,38809,2992,1398.207317,473.2804878,36.48780488
29/04/2020,Turkey,117589,44040,3081,1434.012195,537.0731707,37.57317073
30/04/2020,Turkey,120204,48886,3174,1465.902439,596.1707317,38.70731707
01/05/2020,Turkey,122392,53808,3258,1492.585366,656.195122,39.73170732
02/05/2020,Turkey,124375,58259,3336,1516.768293,710.4756098,40.68292683
03/05/2020,Turkey,126045,63151,3397,1537.134146,770.1341463,41.42682927
04/05/2020,Turkey,127659,68166,3461,1556.817073,831.2926829,42.20731707
05/05/2020,Turkey,129491,73285,3520,1579.158537,893.7195122,42.92682927
06/05/2020,Turkey,131744,78202,3584,1606.634146,953.6829268,43.70731707
07/05/2020,Turkey,133721,82984,3641,1630.743902,1012,44.40243902
08/05/2020,Turkey,135569,86396,3689,1653.280488,1053.609756,44.98780488
09/05/2020,Turkey,137115,89480,3739,1672.134146,1091.219512,45.59756098
10/05/2020,Turkey,138657,92691,3786,1690.939024,1130.378049,46.17073171
11/05/2020,Turkey,139771,95780,3841,1704.52439,1168.04878,46.84146341
12/05/2020,Turkey,141475,98889,3894,1725.304878,1205.963415,47.48780488
13/05/2020,Turkey,143114,101715,3952,1745.292683,1240.426829,48.19512195
14/05/2020,Turkey,144749,104030,4007,1765.231707,1268.658537,48.86585366
15/05/2020,Turkey,146457,106133,4055,1786.060976,1294.304878,49.45121951
22/01/2020,US,1,0,0,0.003046923,0,0
23/01/2020,US,1,0,0,0.003046923,0,0
24/01/2020,US,2,0,0,0.006093845,0,0
25/01/2020,US,2,0,0,0.006093845,0,0
26/01/2020,US,5,0,0,0.015234613,0,0
27/01/2020,US,5,0,0,0.015234613,0,0
28/01/2020,US,5,0,0,0.015234613,0,0
29/01/2020,US,5,0,0,0.015234613,0,0
30/01/2020,US,5,0,0,0.015234613,0,0
31/01/2020,US,7,0,0,0.021328458,0,0
01/02/2020,US,8,0,0,0.024375381,0,0
02/02/2020,US,8,0,0,0.024375381,0,0
03/02/2020,US,11,0,0,0.033516149,0,0
04/02/2020,US,11,0,0,0.033516149,0,0
05/02/2020,US,11,0,0,0.033516149,0,0
06/02/2020,US,11,0,0,0.033516149,0,0
07/02/2020,US,11,0,0,0.033516149,0,0
08/02/2020,US,11,0,0,0.033516149,0,0
09/02/2020,US,11,3,0,0.033516149,0.009140768,0
10/02/2020,US,11,3,0,0.033516149,0.009140768,0
11/02/2020,US,12,3,0,0.036563071,0.009140768,0
12/02/2020,US,12,3,0,0.036563071,0.009140768,0
13/02/2020,US,13,3,0,0.039609994,0.009140768,0
14/02/2020,US,13,3,0,0.039609994,0.009140768,0
15/02/2020,US,13,3,0,0.039609994,0.009140768,0
16/02/2020,US,13,3,0,0.039609994,0.009140768,0
17/02/2020,US,13,3,0,0.039609994,0.009140768,0
18/02/2020,US,13,3,0,0.039609994,0.009140768,0
19/02/2020,US,13,3,0,0.039609994,0.009140768,0
20/02/2020,US,13,3,0,0.039609994,0.009140768,0
21/02/2020,US,15,5,0,0.045703839,0.015234613,0
22/02/2020,US,15,5,0,0.045703839,0.015234613,0
23/02/2020,US,15,5,0,0.045703839,0.015234613,0
24/02/2020,US,51,5,0,0.155393053,0.015234613,0
25/02/2020,US,51,6,0,0.155393053,0.018281536,0
26/02/2020,US,57,6,0,0.173674589,0.018281536,0
27/02/2020,US,58,6,0,0.176721511,0.018281536,0
28/02/2020,US,60,7,0,0.182815356,0.021328458,0
29/02/2020,US,68,7,1,0.207190737,0.021328458,0.003046923
01/03/2020,US,74,7,1,0.225472273,0.021328458,0.003046923
02/03/2020,US,98,7,6,0.298598416,0.021328458,0.018281536
03/03/2020,US,118,7,7,0.359536868,0.021328458,0.021328458
04/03/2020,US,149,7,11,0.453991469,0.021328458,0.033516149
05/03/2020,US,217,7,12,0.661182206,0.021328458,0.036563071
06/03/2020,US,262,7,14,0.798293723,0.021328458,0.042656917
07/03/2020,US,402,7,17,1.224862888,0.021328458,0.051797684
08/03/2020,US,518,7,21,1.578305911,0.021328458,0.063985375
09/03/2020,US,583,7,22,1.776355881,0.021328458,0.067032297
10/03/2020,US,959,8,28,2.921998781,0.024375381,0.085313833
11/03/2020,US,1281,8,36,3.903107861,0.024375381,0.109689214
12/03/2020,US,1663,12,41,5.067032297,0.036563071,0.124923827
13/03/2020,US,2179,12,49,6.639244363,0.036563071,0.149299208
14/03/2020,US,2727,12,58,8.308957952,0.036563071,0.176721511
15/03/2020,US,3499,12,73,10.66118221,0.036563071,0.22242535
16/03/2020,US,4632,17,99,14.11334552,0.051797684,0.301645338
17/03/2020,US,6421,17,133,19.56429007,0.051797684,0.405240707
18/03/2020,US,7783,105,164,23.71419866,0.319926874,0.499695308
19/03/2020,US,13747,121,258,41.88604509,0.368677636,0.786106033
20/03/2020,US,19273,147,349,58.72333943,0.447897623,1.06337599
21/03/2020,US,25600,176,442,78.00121877,0.536258379,1.346739793
22/03/2020,US,33276,178,586,101.3893967,0.542352224,1.785496648
23/03/2020,US,43843,178,786,133.5862279,0.542352224,2.39488117
24/03/2020,US,53736,348,1008,163.7294333,1.060329068,3.071297989
25/03/2020,US,65778,361,1316,200.4204753,1.099939062,4.009750152
26/03/2020,US,83836,681,1726,255.4418038,2.074954296,5.258988422
27/03/2020,US,101657,869,2265,309.7410116,2.647775746,6.901279707
28/03/2020,US,121465,1072,2731,370.0944546,3.266301036,8.321145643
29/03/2020,US,140909,2665,3420,429.3388178,8.120048751,10.42047532
30/03/2020,US,161831,5644,4192,493.0865326,17.1968312,12.77269957
31/03/2020,US,188172,7024,5367,573.345521,21.4015844,16.35283364
01/04/2020,US,213242,8474,6501,649.7318708,25.81962218,19.80804388
02/04/2020,US,243622,9001,7921,742.2973796,27.4253504,24.13467398
03/04/2020,US,275367,9707,9246,839.0219378,29.57647776,28.17184644
04/04/2020,US,308650,14652,10855,940.432663,44.64351005,33.07434491
05/04/2020,US,336802,17448,12375,1026.209628,53.16270567,37.70566728
06/04/2020,US,366317,19581,13894,1116.139549,59.66179159,42.33394272
07/04/2020,US,397121,21763,16191,1209.996953,66.31017672,49.33272395
08/04/2020,US,428654,23559,18270,1306.075564,71.78244973,55.66727605
09/04/2020,US,462780,25410,20255,1410.054845,77.42230347,61.71541743
10/04/2020,US,496535,28790,22333,1512.903717,87.72090189,68.04692261
11/04/2020,US,526396,31270,24342,1603.887873,95.27726996,74.16819013
12/04/2020,US,555313,32988,26086,1691.995734,100.511883,79.48202316
13/04/2020,US,580619,43482,27870,1769.101158,132.4862888,84.91773309
14/04/2020,US,607670,47763,30262,1851.523461,145.5301645,92.20597197
15/04/2020,US,636350,52096,32734,1938.909202,158.7324802,99.73796466
16/04/2020,US,667592,54703,34827,2034.101158,166.6758074,106.1151737
17/04/2020,US,699706,58545,37411,2131.95003,178.3820841,113.9884217
18/04/2020,US,732197,64840,39753,2230.947593,197.5624619,121.1243144
19/04/2020,US,758809,70337,40945,2312.032297,214.3113955,124.7562462
20/04/2020,US,784326,72329,42659,2389.780622,220.3808653,129.9786715
21/04/2020,US,811865,75204,45086,2473.689823,229.1407678,137.3735527
22/04/2020,US,840351,77366,47412,2560.484461,235.7282145,144.4606947
23/04/2020,US,869170,80203,49724,2648.293723,244.3723339,151.5051798
24/04/2020,US,905358,99079,51493,2758.555759,301.8860451,156.8951859
25/04/2020,US,938154,100372,53755,2858.482633,305.825716,163.7873248
26/04/2020,US,965785,106988,54881,2942.672151,325.984156,167.2181597
27/04/2020,US,988197,111424,56219,3010.959781,339.5003047,171.2949421
28/04/2020,US,1012582,115936,58355,3085.258988,353.2480195,177.8031688
29/04/2020,US,1039909,120720,60967,3168.522243,367.8244973,185.7617307
30/04/2020,US,1069424,153947,62996,3258.452163,469.0645948,191.9439366
01/05/2020,US,1103461,164015,64943,3362.160268,499.7410116,197.8762949
02/05/2020,US,1132539,175382,66369,3450.758684,534.3753809,202.2212066
03/05/2020,US,1158040,180152,67682,3528.458257,548.9092017,206.221816
04/05/2020,US,1180375,187180,68922,3596.511274,570.3229738,210
05/05/2020,US,1204351,189791,71064,3669.56429,578.2784887,216.5265082
06/05/2020,US,1229331,189910,73455,3745.676417,578.6410725,223.8117002
07/05/2020,US,1257023,195036,75662,3830.051798,594.2595978,230.5362584
08/05/2020,US,1283929,198993,77180,3912.032297,606.3162706,235.1614869
09/05/2020,US,1309550,212534,78795,3990.097502,647.5746496,240.0822669
10/05/2020,US,1329260,216169,79526,4050.152346,658.6502133,242.3095673
11/05/2020,US,1347881,232733,80682,4106.889092,709.1194394,245.8318099
12/05/2020,US,1369376,230287,82356,4172.382693,701.6666667,250.9323583
13/05/2020,US,1390406,243430,84119,4236.459476,741.7123705,256.3040829
14/05/2020,US,1417774,246414,85898,4319.847654,750.8043876,261.7245582
15/05/2020,US,1442824,250747,87530,4396.173065,764.0067032,266.6971359
22/01/2020,United Kingdom,0,0,0,0,0,0
23/01/2020,United Kingdom,0,0,0,0,0,0
24/01/2020,United Kingdom,0,0,0,0,0,0
25/01/2020,United Kingdom,0,0,0,0,0,0
26/01/2020,United Kingdom,0,0,0,0,0,0
27/01/2020,United Kingdom,0,0,0,0,0,0
28/01/2020,United Kingdom,0,0,0,0,0,0
29/01/2020,United Kingdom,0,0,0,0,0,0
30/01/2020,United Kingdom,0,0,0,0,0,0
31/01/2020,United Kingdom,2,0,0,0.030007502,0,0
01/02/2020,United Kingdom,2,0,0,0.030007502,0,0
02/02/2020,United Kingdom,2,0,0,0.030007502,0,0
03/02/2020,United Kingdom,2,0,0,0.030007502,0,0
04/02/2020,United Kingdom,2,0,0,0.030007502,0,0
05/02/2020,United Kingdom,2,0,0,0.030007502,0,0
06/02/2020,United Kingdom,2,0,0,0.030007502,0,0
07/02/2020,United Kingdom,3,0,0,0.045011253,0,0
08/02/2020,United Kingdom,3,0,0,0.045011253,0,0
09/02/2020,United Kingdom,3,0,0,0.045011253,0,0
10/02/2020,United Kingdom,8,0,0,0.120030008,0,0
11/02/2020,United Kingdom,8,0,0,0.120030008,0,0
12/02/2020,United Kingdom,9,1,0,0.135033758,0.015003751,0
13/02/2020,United Kingdom,9,1,0,0.135033758,0.015003751,0
14/02/2020,United Kingdom,9,1,0,0.135033758,0.015003751,0
15/02/2020,United Kingdom,9,1,0,0.135033758,0.015003751,0
16/02/2020,United Kingdom,9,8,0,0.135033758,0.120030008,0
17/02/2020,United Kingdom,9,8,0,0.135033758,0.120030008,0
18/02/2020,United Kingdom,9,8,0,0.135033758,0.120030008,0
19/02/2020,United Kingdom,9,8,0,0.135033758,0.120030008,0
20/02/2020,United Kingdom,9,8,0,0.135033758,0.120030008,0
21/02/2020,United Kingdom,9,8,0,0.135033758,0.120030008,0
22/02/2020,United Kingdom,9,8,0,0.135033758,0.120030008,0
23/02/2020,United Kingdom,9,8,0,0.135033758,0.120030008,0
24/02/2020,United Kingdom,13,8,0,0.195048762,0.120030008,0
25/02/2020,United Kingdom,13,8,0,0.195048762,0.120030008,0
26/02/2020,United Kingdom,13,8,0,0.195048762,0.120030008,0
27/02/2020,United Kingdom,15,8,0,0.225056264,0.120030008,0
28/02/2020,United Kingdom,20,8,0,0.300075019,0.120030008,0
29/02/2020,United Kingdom,23,8,0,0.345086272,0.120030008,0
01/03/2020,United Kingdom,36,8,0,0.540135034,0.120030008,0
02/03/2020,United Kingdom,40,8,0,0.600150038,0.120030008,0
03/03/2020,United Kingdom,51,8,0,0.765191298,0.120030008,0
04/03/2020,United Kingdom,85,8,0,1.27531883,0.120030008,0
05/03/2020,United Kingdom,115,8,0,1.725431358,0.120030008,0
06/03/2020,United Kingdom,163,8,1,2.445611403,0.120030008,0.015003751
07/03/2020,United Kingdom,206,18,2,3.090772693,0.270067517,0.030007502
08/03/2020,United Kingdom,273,18,2,4.096024006,0.270067517,0.030007502
09/03/2020,United Kingdom,321,18,3,4.816204051,0.270067517,0.045011253
10/03/2020,United Kingdom,382,18,7,5.731432858,0.270067517,0.105026257
11/03/2020,United Kingdom,456,18,7,6.841710428,0.270067517,0.105026257
12/03/2020,United Kingdom,456,18,9,6.841710428,0.270067517,0.135033758
13/03/2020,United Kingdom,798,18,10,11.97299325,0.270067517,0.150037509
14/03/2020,United Kingdom,1140,18,28,17.10427607,0.270067517,0.420105026
15/03/2020,United Kingdom,1140,18,43,17.10427607,0.270067517,0.64516129
16/03/2020,United Kingdom,1543,20,65,23.1507877,0.300075019,0.975243811
17/03/2020,United Kingdom,1950,52,81,29.25731433,0.780195049,1.215303826
18/03/2020,United Kingdom,2626,65,115,39.39984996,0.975243811,1.725431358
19/03/2020,United Kingdom,2689,65,158,40.34508627,0.975243811,2.370592648
20/03/2020,United Kingdom,3983,65,194,59.75993998,0.975243811,2.910727682
21/03/2020,United Kingdom,5018,65,250,75.28882221,0.975243811,3.750937734
22/03/2020,United Kingdom,5683,65,285,85.26631658,0.975243811,4.276069017
23/03/2020,United Kingdom,6650,65,359,99.77494374,0.975243811,5.386346587
24/03/2020,United Kingdom,8077,135,508,121.1852963,2.025506377,7.621905476
25/03/2020,United Kingdom,9529,135,694,142.9707427,2.025506377,10.41260315
26/03/2020,United Kingdom,11658,135,877,174.9137284,2.025506377,13.15828957
27/03/2020,United Kingdom,14543,135,1161,218.1995499,2.025506377,17.41935484
28/03/2020,United Kingdom,17089,135,1455,256.3990998,2.025506377,21.83045761
29/03/2020,United Kingdom,19522,135,1669,292.9032258,2.025506377,25.04126032
30/03/2020,United Kingdom,22141,135,2043,332.1980495,2.025506377,30.65266317
31/03/2020,United Kingdom,25150,135,2425,377.3443361,2.025506377,36.38409602
01/04/2020,United Kingdom,29474,135,3095,442.2205551,2.025506377,46.43660915
02/04/2020,United Kingdom,33718,135,3747,505.8964741,2.025506377,56.21905476
03/04/2020,United Kingdom,38168,135,4461,572.6631658,2.025506377,66.93173293
04/04/2020,United Kingdom,41903,135,5221,628.7021755,2.025506377,78.33458365
05/04/2020,United Kingdom,47806,135,5865,717.2693173,2.025506377,87.99699925
06/04/2020,United Kingdom,51608,135,6433,774.3135784,2.025506377,96.51912978
07/04/2020,United Kingdom,55242,135,7471,828.8372093,2.025506377,112.0930233
08/04/2020,United Kingdom,60733,135,8505,911.2228057,2.025506377,127.6069017
09/04/2020,United Kingdom,65077,135,9608,976.3990998,2.025506377,144.156039
10/04/2020,United Kingdom,73758,344,10760,1106.646662,5.161290323,161.4403601
11/04/2020,United Kingdom,78991,344,11599,1185.16129,5.161290323,174.0285071
12/04/2020,United Kingdom,84279,344,12285,1264.501125,5.161290323,184.3210803
13/04/2020,United Kingdom,88621,0,13029,1329.647412,0,195.483871
14/04/2020,United Kingdom,93873,0,14073,1408.447112,0,211.1477869
15/04/2020,United Kingdom,98476,0,14915,1477.509377,0,223.7809452
16/04/2020,United Kingdom,103093,0,15944,1546.781695,0,239.219805
17/04/2020,United Kingdom,108692,0,16879,1630.787697,0,253.2483121
18/04/2020,United Kingdom,114217,0,17994,1713.683421,0,269.9774944
19/04/2020,United Kingdom,120067,0,18492,1801.455364,0,277.4493623
20/04/2020,United Kingdom,124743,0,19051,1871.612903,0,285.8364591
21/04/2020,United Kingdom,129044,0,20223,1936.144036,0,303.4208552
22/04/2020,United Kingdom,133495,0,21060,2002.925731,0,315.9789947
23/04/2020,United Kingdom,138078,0,21787,2071.687922,0,326.8867217
24/04/2020,United Kingdom,143464,0,22792,2152.498125,0,341.9654914
25/04/2020,United Kingdom,148377,0,23635,2226.211553,0,354.6136534
26/04/2020,United Kingdom,152840,0,24055,2293.173293,0,360.9152288
27/04/2020,United Kingdom,157149,0,24393,2357.824456,0,365.9864966
28/04/2020,United Kingdom,161145,0,25302,2417.779445,0,379.6249062
29/04/2020,United Kingdom,165221,0,26097,2478.934734,0,391.5528882
30/04/2020,United Kingdom,171253,0,26771,2569.437359,0,401.6654164
01/05/2020,United Kingdom,177454,0,27510,2662.475619,0,412.7531883
02/05/2020,United Kingdom,182260,0,28131,2734.583646,0,422.0705176
03/05/2020,United Kingdom,186599,0,28446,2799.684921,0,426.7966992
04/05/2020,United Kingdom,190584,0,28734,2859.474869,0,431.1177794
05/05/2020,United Kingdom,194990,0,29427,2925.581395,0,441.5153788
06/05/2020,United Kingdom,201101,0,30076,3017.269317,0,451.2528132
07/05/2020,United Kingdom,206715,0,30615,3101.500375,0,459.339835
08/05/2020,United Kingdom,211364,0,31241,3171.252813,0,468.732183
09/05/2020,United Kingdom,215260,0,31587,3229.707427,0,473.9234809
10/05/2020,United Kingdom,219183,0,31855,3288.567142,0,477.9444861
11/05/2020,United Kingdom,223060,0,32065,3346.736684,0,481.0952738
12/05/2020,United Kingdom,226463,0,32692,3397.794449,0,490.5026257
13/05/2020,United Kingdom,229705,0,33186,3446.436609,0,497.9144786
14/05/2020,United Kingdom,233151,0,33614,3498.139535,0,504.336084
15/05/2020,United Kingdom,236711,0,33998,3551.552888,0,510.0975244
