Date,Country/Region,Confirmed,Recovered,Deaths
12/04/2020,Turkey,56956,3446,1198
13/04/2020,Turkey,61049,3957,1296
14/04/2020,Turkey,65111,4799,1403
15/04/2020,Turkey,69392,5674,1518
16/04/2020,Turkey,74193,7089,1643
17/04/2020,Turkey,78546,8631,1769
18/04/2020,Turkey,82329,10453,1890
19/04/2020,Turkey,86306,11976,2017
20/04/2020,Turkey,90980,13430,2140
21/04/2020,Turkey,95591,14918,2259
22/04/2020,Turkey,98674,16477,2376
23/04/2020,Turkey,101790,18491,2491
24/04/2020,Turkey,104912,21737,2600
25/04/2020,Turkey,107773,25582,2706
26/04/2020,Turkey,110130,29140,2805
27/04/2020,Turkey,112261,33791,2900
28/04/2020,Turkey,114653,38809,2992
29/04/2020,Turkey,117589,44040,3081
30/04/2020,Turkey,120204,48886,3174
01/05/2020,Turkey,122392,53808,3258
02/05/2020,Turkey,124375,58259,3336
03/05/2020,Turkey,126045,63151,3397
04/05/2020,Turkey,127659,68166,3461
05/05/2020,Turkey,129491,73285,3520
06/05/2020,Turkey,131744,78202,3584
07/05/2020,Turkey,133721,82984,3641
08/05/2020,Turkey,135569,86396,3689
09/05/2020,Turkey,137115,89480,3739
10/05/2020,Turkey,138657,92691,3786
11/05/2020,Turkey,139771,95780,3841
12/05/2020,Turkey,141475,98889,3894
22/01/2020,US,1,0,0
23/01/2020,US,1,0,0
24/01/2020,US,2,0,0
25/01/2020,US,2,0,0
26/01/2020,US,5,0,0
27/01/2020,US,5,0,0
28/01/2020,US,5,0,0
29/01/2020,US,5,0,0
30/01/2020,US,5,0,0
31/01/2020,US,7,0,0
01/02/2020,US,8,0,0
02/02/2020,US,8,0,0
03/02/2020,US,11,0,0
04/02/2020,US,11,0,0
05/02/2020,US,11,0,0
06/02/2020,US,11,0,0
07/02/2020,US,11,0,0
08/02/2020,US,11,0,0
09/02/2020,US,11,3,0
10/02/2020,US,11,3,0
11/02/2020,US,12,3,0
12/02/2020,US,12,3,0
13/02/2020,US,13,3,0
14/02/2020,US,13,3,0
15/02/2020,US,13,3,0
16/02/2020,US,13,3,0
17/02/2020,US,13,3,0
18/02/2020,US,13,3,0
19/02/2020,US,13,3,0
20/02/2020,US,13,3,0
21/02/2020,US,15,5,0
22/02/2020,US,15,5,0
23/02/2020,US,15,5,0
24/02/2020,US,51,5,0
25/02/2020,US,51,6,0
26/02/2020,US,57,6,0
27/02/2020,US,58,6,0
28/02/2020,US,60,7,0
29/02/2020,US,68,7,1
01/03/2020,US,74,7,1
02/03/2020,US,98,7,6
03/03/2020,US,118,7,7
04/03/2020,US,149,7,11
05/03/2020,US,217,7,12
06/03/2020,US,262,7,14
07/03/2020,US,402,7,17
08/03/2020,US,518,7,21
09/03/2020,US,583,7,22
10/03/2020,US,959,8,28
11/03/2020,US,1281,8,36
12/03/2020,US,1663,12,41
13/03/2020,US,2179,12,49
14/03/2020,US,2727,12,58
15/03/2020,US,3499,12,73
16/03/2020,US,4632,17,99
17/03/2020,US,6421,17,133
18/03/2020,US,7783,105,164
19/03/2020,US,13747,121,258
20/03/2020,US,19273,147,349
21/03/2020,US,25600,176,442
22/03/2020,US,33276,178,586
23/03/2020,US,43843,178,786
24/03/2020,US,53736,348,1008
25/03/2020,US,65778,361,1316
26/03/2020,US,83836,681,1726
27/03/2020,US,101657,869,2265
28/03/2020,US,121465,1072,2731
29/03/2020,US,140909,2665,3420
30/03/2020,US,161831,5644,4192
31/03/2020,US,188172,7024,5367
01/04/2020,US,213242,8474,6501
02/04/2020,US,243622,9001,7921
03/04/2020,US,275367,9707,9246
04/04/2020,US,308650,14652,10855
05/04/2020,US,336802,17448,12375
06/04/2020,US,366317,19581,13894
07/04/2020,US,397121,21763,16191
08/04/2020,US,428654,23559,18270
09/04/2020,US,462780,25410,20255
10/04/2020,US,496535,28790,22333
11/04/2020,US,526396,31270,24342
12/04/2020,US,555313,32988,26086
13/04/2020,US,580619,43482,27870
14/04/2020,US,607670,47763,30262
15/04/2020,US,636350,52096,32734
16/04/2020,US,667592,54703,34827
17/04/2020,US,699706,58545,37411
18/04/2020,US,732197,64840,39753
19/04/2020,US,758809,70337,40945
20/04/2020,US,784326,72329,42659
21/04/2020,US,811865,75204,45086
22/04/2020,US,840351,77366,47412
23/04/2020,US,869170,80203,49724
24/04/2020,US,905358,99079,51493
25/04/2020,US,938154,100372,53755
26/04/2020,US,965785,106988,54881
27/04/2020,US,988197,111424,56219
28/04/2020,US,1012582,115936,58355
29/04/2020,US,1039909,120720,60967
30/04/2020,US,1069424,153947,62996
01/05/2020,US,1103461,164015,64943
02/05/2020,US,1132539,175382,66369
03/05/2020,US,1158040,180152,67682
04/05/2020,US,1180375,187180,68922
05/05/2020,US,1204351,189791,71064
06/05/2020,US,1229331,189910,73455
07/05/2020,US,1257023,195036,75662
08/05/2020,US,1283929,198993,77180
09/05/2020,US,1309550,212534,78795
10/05/2020,US,1329260,216169,79526
11/05/2020,US,1347881,232733,80682
12/05/2020,US,1369376,230287,82356
22/01/2020,United Kingdom,0,0,0
23/01/2020,United Kingdom,0,0,0
24/01/2020,United Kingdom,0,0,0
25/01/2020,United Kingdom,0,0,0
26/01/2020,United Kingdom,0,0,0
27/01/2020,United Kingdom,0,0,0
28/01/2020,United Kingdom,0,0,0
29/01/2020,United Kingdom,0,0,0
30/01/2020,United Kingdom,0,0,0
31/01/2020,United Kingdom,2,0,0
01/02/2020,United Kingdom,2,0,0
02/02/2020,United Kingdom,2,0,0
03/02/2020,United Kingdom,2,0,0
04/02/2020,United Kingdom,2,0,0
05/02/2020,United Kingdom,2,0,0
06/02/2020,United Kingdom,2,0,0
07/02/2020,United Kingdom,3,0,0
08/02/2020,United Kingdom,3,0,0
09/02/2020,United Kingdom,3,0,0
10/02/2020,United Kingdom,8,0,0
11/02/2020,United Kingdom,8,0,0
12/02/2020,United Kingdom,9,1,0
13/02/2020,United Kingdom,9,1,0
14/02/2020,United Kingdom,9,1,0
15/02/2020,United Kingdom,9,1,0
16/02/2020,United Kingdom,9,8,0
17/02/2020,United Kingdom,9,8,0
18/02/2020,United Kingdom,9,8,0
19/02/2020,United Kingdom,9,8,0
20/02/2020,United Kingdom,9,8,0
21/02/2020,United Kingdom,9,8,0
22/02/2020,United Kingdom,9,8,0
23/02/2020,United Kingdom,9,8,0
24/02/2020,United Kingdom,13,8,0
25/02/2020,United Kingdom,13,8,0
26/02/2020,United Kingdom,13,8,0
27/02/2020,United Kingdom,15,8,0
28/02/2020,United Kingdom,20,8,0
29/02/2020,United Kingdom,23,8,0
01/03/2020,United Kingdom,36,8,0
02/03/2020,United Kingdom,40,8,0
03/03/2020,United Kingdom,51,8,0
04/03/2020,United Kingdom,85,8,0
05/03/2020,United Kingdom,115,8,0
06/03/2020,United Kingdom,163,8,1
07/03/2020,United Kingdom,206,18,2
08/03/2020,United Kingdom,273,18,2
09/03/2020,United Kingdom,321,18,3
10/03/2020,United Kingdom,382,18,7
11/03/2020,United Kingdom,456,18,7
12/03/2020,United Kingdom,456,18,9
13/03/2020,United Kingdom,798,18,10
14/03/2020,United Kingdom,1140,18,28
15/03/2020,United Kingdom,1140,18,43
16/03/2020,United Kingdom,1543,20,65
17/03/2020,United Kingdom,1950,52,81
18/03/2020,United Kingdom,2626,65,115
19/03/2020,United Kingdom,2689,65,158
20/03/2020,United Kingdom,3983,65,194
21/03/2020,United Kingdom,5018,65,250
22/03/2020,United Kingdom,5683,65,285
23/03/2020,United Kingdom,6650,65,359
24/03/2020,United Kingdom,8077,135,508
25/03/2020,United Kingdom,9529,135,694
26/03/2020,United Kingdom,11658,135,877
27/03/2020,United Kingdom,14543,135,1161
28/03/2020,United Kingdom,17089,135,1455
29/03/2020,United Kingdom,19522,135,1669
30/03/2020,United Kingdom,22141,135,2043
31/03/2020,United Kingdom,25150,135,2425
01/04/2020,United Kingdom,29474,135,3095
02/04/2020,United Kingdom,33718,135,3747
03/04/2020,United Kingdom,38168,135,4461
04/04/2020,United Kingdom,41903,135,5221
05/04/2020,United Kingdom,47806,135,5865
06/04/2020,United Kingdom,51608,135,6433
07/04/2020,United Kingdom,55242,135,7471
08/04/2020,United Kingdom,60733,135,8505
09/04/2020,United Kingdom,65077,135,9608
10/04/2020,United Kingdom,73758,344,10760
11/04/2020,United Kingdom,78991,344,11599
12/04/2020,United Kingdom,84279,344,12285
13/04/2020,United Kingdom,88621,0,13029
14/04/2020,United Kingdom,93873,0,14073
15/04/2020,United Kingdom,98476,0,14915
16/04/2020,United Kingdom,103093,0,15944
17/04/2020,United Kingdom,108692,0,16879
18/04/2020,United Kingdom,114217,0,17994
19/04/2020,United Kingdom,120067,0,18492
20/04/2020,United Kingdom,124743,0,19051
21/04/2020,United Kingdom,129044,0,20223
22/04/2020,United Kingdom,133495,0,21060
23/04/2020,United Kingdom,138078,0,21787
24/04/2020,United Kingdom,143464,0,22792
25/04/2020,United Kingdom,148377,0,23635
26/04/2020,United Kingdom,152840,0,24055
27/04/2020,United Kingdom,157149,0,24393
28/04/2020,United Kingdom,161145,0,25302
29/04/2020,United Kingdom,165221,0,26097
30/04/2020,United Kingdom,171253,0,26771
01/05/2020,United Kingdom,177454,0,27510
02/05/2020,United Kingdom,182260,0,28131
03/05/2020,United Kingdom,186599,0,28446
04/05/2020,United Kingdom,190584,0,28734
05/05/2020,United Kingdom,194990,0,29427
06/05/2020,United Kingdom,201101,0,30076
07/05/2020,United Kingdom,206715,0,30615
08/05/2020,United Kingdom,211364,0,31241
09/05/2020,United Kingdom,215260,0,31587
10/05/2020,United Kingdom,219183,0,31855
11/05/2020,United Kingdom,223060,0,32065
12/05/2020,United Kingdom,226463,0,32692
